"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"If anyone wants to hook me up with a ride to Qdoba I'll love you 5ever <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",FALSE,2,NA,2015-05-01 03:42:46,FALSE,NA,"593983876084703232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","udchik",0,FALSE,FALSE,NA,NA
"@swarthyvillain @weedguy420boner kudos to whoever redefined a spoiler as something i was both not interested in and also didn't want to read",FALSE,5,"swarthyvillain",2015-05-01 03:42:06,FALSE,"593979274048237568","593983707385503744","47196257","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","el_qdoba_luncha",0,FALSE,FALSE,NA,NA
"@josiehastings32 should have came to Qdoba I could have <ed><U+00A0><U+00BD><ed><U+00B4><U+008C> U",FALSE,0,"josiehastings32",2015-05-01 03:41:12,FALSE,"593925986208456704","593983481278922752","394433431","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kreaybraun",0,FALSE,FALSE,NA,NA
"I either want qdoba, dynasty, or chick fil a tomorrow.",FALSE,0,NA,2015-05-01 03:25:28,FALSE,NA,"593979520912326656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KweenLayy",0,FALSE,FALSE,NA,NA
"RT @Nwalsh16Walsh: I just want qdoba <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,2015-05-01 03:24:57,FALSE,NA,"593979391165603840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","a_giacoma98",2,TRUE,FALSE,NA,NA
"Definitely making this qdoba run",FALSE,1,NA,2015-05-01 03:20:09,FALSE,NA,"593978185945116674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DRDishman",0,FALSE,FALSE,NA,NA
"That qdoba totally hit the spot <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",FALSE,0,NA,2015-05-01 03:16:25,FALSE,NA,"593977246106300417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zoejackson09",0,FALSE,FALSE,NA,NA
"Never been to Chipotle or Qdoba...",FALSE,1,NA,2015-05-01 03:11:37,FALSE,NA,"593976036276109312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JacobsenDr",0,FALSE,FALSE,NA,NA
"Honestly Qdoba ruins my life",FALSE,1,NA,2015-05-01 03:10:49,FALSE,NA,"593975836694413312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JamieeeWilder",0,FALSE,FALSE,NA,NA
"15 Signs Your Life Is Actually All About The Guac http://t.co/4y7G5yrBw9 via @qdobamexgrill",FALSE,0,NA,2015-05-01 03:10:33,FALSE,NA,"593975768520101888",NA,"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>","alesoondra",0,FALSE,FALSE,NA,NA
"RT @_jasssss_: Can someone get me qdoba",FALSE,0,NA,2015-05-01 03:10:10,FALSE,NA,"593975672101539840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmchilds3",2,TRUE,FALSE,NA,NA
"RT @StJohnsRedStorm: Don't miss our Cinco de Mayo celebration at Tuesday's #SJUBase game. We’ll have a piñata, sombreros, &amp; Qdoba! http://t…",FALSE,0,NA,2015-05-01 03:09:24,FALSE,NA,"593975480983785473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rcaggi",5,TRUE,FALSE,NA,NA
"for the record, qdoba is NOT better than chipotle.",FALSE,0,NA,2015-05-01 03:09:11,FALSE,NA,"593975425862340609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","neuTRISHion_",0,FALSE,FALSE,NA,NA
"RT @JeanetteLeaa: ugh I spent my qdoba money on calf balls - @biglipfool",FALSE,0,NA,2015-05-01 03:09:06,FALSE,NA,"593975405943459840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","biglipfool",1,TRUE,FALSE,NA,NA
"Should we talk about how Qdoba was out of errything? @Phillipjacowski",FALSE,1,NA,2015-05-01 03:08:06,FALSE,NA,"593975151764512768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djacowski",0,FALSE,FALSE,NA,NA
"ugh I spent my qdoba money on calf balls - @biglipfool",FALSE,4,NA,2015-05-01 03:07:14,FALSE,NA,"593974936080764928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeanetteLeaa",1,FALSE,FALSE,NA,NA
"I love Qdoba's taco bowl!",FALSE,0,NA,2015-05-01 03:04:56,FALSE,NA,"593974354389573632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","writtenNcursive",0,FALSE,FALSE,NA,NA
"RT @_Tiffany_Finch_: Perfect way to end the year: Qdoba and Froyo with @Sydster07  <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,2015-05-01 03:03:23,FALSE,NA,"593973967326556160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sydster07",1,TRUE,FALSE,NA,NA
"the ppl im following are always doing the coolest shit while im out here eating qdoba chips n thinking about new rolly chairs",FALSE,10,NA,2015-05-01 02:54:43,FALSE,NA,"593971786183778304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","paulycristo",1,FALSE,FALSE,NA,NA
"i need some qdoba queso in my life",FALSE,3,NA,2015-05-01 02:54:13,FALSE,NA,"593971660501319680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EvanBrende",1,FALSE,FALSE,NA,NA
"RT @dylan_higgins2: Courtney the real MVP for getting me qdoba <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",FALSE,0,NA,2015-05-01 02:50:29,FALSE,NA,"593970718565629952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0ntha_Court",1,TRUE,FALSE,NA,NA
"If I ever build a time machine, the first thing I'll do is go back to December of 2014 and find out what that song was I heard at Qdoba...",FALSE,0,NA,2015-05-01 02:50:28,FALSE,NA,"593970715117903872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MCCountChill",0,FALSE,FALSE,NA,NA
"Qdoba is nothing compared to Chipotle",FALSE,0,NA,2015-05-01 02:50:01,FALSE,NA,"593970600370151424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ziggymxney",0,FALSE,FALSE,NA,NA
"Qdoba is good asf <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",FALSE,0,NA,2015-05-01 02:49:55,FALSE,NA,"593970574390530049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brendaaa_Garcia",0,FALSE,FALSE,NA,NA
"Qdoba and The Lion King, what's better? http://t.co/MBzSfbARoO",FALSE,0,NA,2015-05-01 02:49:35,FALSE,NA,"593970491993366528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DamianSchultz",0,FALSE,FALSE,NA,NA
"@mryanks9192 dibs on the qdoba",FALSE,4,"mryanks9192",2015-05-01 02:46:31,FALSE,"593968049851637760","593969720950403072","99986849","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kevin_Leslie10",0,FALSE,FALSE,NA,NA
"RT @__beyondMe: Qdoba is better than chipotle. yep.",FALSE,0,NA,2015-05-01 02:45:51,FALSE,NA,"593969550917574656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erinlachillona",5,TRUE,FALSE,NA,NA
"RT @terra_ashlin5: I've never actually had Qdoba",FALSE,0,NA,2015-05-01 02:45:28,FALSE,NA,"593969455052361728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Colbie3Colbie",1,TRUE,FALSE,NA,NA
"@OwenDachisen god, what has Qdoba done? Forcing friends to chose each other over such a dairy product?",FALSE,0,"OwenDachisen",2015-05-01 02:41:33,FALSE,"593965706103889921","593968472025104384","507938370","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","normanv1995",0,FALSE,FALSE,NA,NA
"RT @mryanks9192: Update: My girlfriend Jennifer has Qdoba waiting for me at home, but I'm stuck in here.Talk about a nightmare. #prayformic…",FALSE,0,NA,2015-05-01 02:41:10,FALSE,NA,"593968372406181888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TweetThatTy",2,TRUE,FALSE,NA,NA
"Qdoba it was",FALSE,0,NA,2015-05-01 02:40:17,FALSE,NA,"593968153866047488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","d_irving",0,FALSE,FALSE,NA,NA
"Update: My girlfriend Jennifer has Qdoba waiting for me at home, but I'm stuck in here.Talk about a nightmare. #prayformichael #notbaltimore",FALSE,15,NA,2015-05-01 02:39:53,FALSE,NA,"593968049851637760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mryanks9192",2,FALSE,FALSE,NA,NA
"RT @noelleemery: I want to bathe in qdoba queso",FALSE,0,NA,2015-05-01 02:36:01,FALSE,NA,"593967077607624704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","larkid6",28,TRUE,FALSE,NA,NA
"Mom came through for me this evening with Qdoba and xingtea. I'm happy rn, just had to tell you all... (:",FALSE,0,NA,2015-05-01 02:36:00,FALSE,NA,"593967076198326272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","naughdiaa",0,FALSE,FALSE,NA,NA
"Wishing I had a Qdoba burrito and $50,000",FALSE,2,NA,2015-05-01 02:31:46,FALSE,NA,"593966008534106113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ben_Burke10",0,FALSE,FALSE,NA,NA
"Perfect way to end the year: Qdoba and Froyo with @Sydster07  <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,0,NA,2015-05-01 02:31:22,FALSE,NA,"593965907774283776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Tiffany_Finch_",1,FALSE,FALSE,NA,NA
"Cop in Qdoba looked at me 3 times so far.",FALSE,3,NA,2015-05-01 02:30:51,FALSE,NA,"593965780015939584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hobson_2",0,FALSE,FALSE,"0","0"
"RT @TaraZarasvand: I need a friend who works at qdoba",FALSE,0,NA,2015-05-01 02:30:39,FALSE,NA,"593965729113710594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDuckette_",1,TRUE,FALSE,NA,NA
"Why did I just spend over 8 dollars on Qdoba? <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",FALSE,0,NA,2015-05-01 02:29:09,FALSE,NA,"593965348593864705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Br_Dale",0,FALSE,FALSE,NA,NA
"I need a friend who works at qdoba",FALSE,2,NA,2015-05-01 02:27:41,FALSE,NA,"593964980292096000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TaraZarasvand",1,FALSE,FALSE,NA,NA
"“@Maeve_It_Happen: imagine if chipotle delivered, just imagine” #qdoba",FALSE,1,"Maeve_It_Happen",2015-05-01 02:26:49,FALSE,"593921192588910592","593964764243591168","1250231954","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","megdrisc",0,FALSE,FALSE,NA,NA
"Qdoba, you gettin faded in the lot. RT @josemoney Where we watching the fight ?? Somebody let me know today!",FALSE,0,NA,2015-05-01 02:26:28,FALSE,NA,"593964673621307392",NA,"<a href=""http://www.echofon.com"" rel=""nofollow"">Echofon  Android</a>","TheAv3rageGuy",0,FALSE,FALSE,NA,NA
"I love her @ qdoba https://t.co/weA1rX57OO",FALSE,0,NA,2015-05-01 02:25:44,FALSE,NA,"593964489789349888",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kara__lawson",0,FALSE,FALSE,"-90.61492213","38.66995197"
"RT @Dopplergavin: Clay and I talking about O.H Squats 

Ryan: ""I'm gonna hold two Qdoba bowls above my head and squat, alternating bites wh…",FALSE,0,NA,2015-05-01 02:25:37,FALSE,NA,"593964459632144384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rettigry",2,TRUE,FALSE,NA,NA
"I have Qdoba I'm v satisfied",FALSE,0,NA,2015-05-01 02:24:06,FALSE,NA,"593964078206332928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STUDIOESPINOSA",0,FALSE,FALSE,NA,NA
"RT @noelleemery: I want to bathe in qdoba queso",FALSE,0,NA,2015-05-01 02:23:48,FALSE,NA,"593964004864872448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CeceMorgenstern",28,TRUE,FALSE,NA,NA
"pretty sure my dad just brought home all of Qdoba but I'm over it",FALSE,2,NA,2015-05-01 02:23:37,FALSE,NA,"593963957695680512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GabbsBoeve",0,FALSE,FALSE,NA,NA
"Currently eating away our sorrows at Qdoba downtown <ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5>",FALSE,1,NA,2015-05-01 02:22:41,FALSE,NA,"593963721296367616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pancho_Muy_Loco",0,FALSE,FALSE,NA,NA
"RT @noelleemery: I want to bathe in qdoba queso",FALSE,0,NA,2015-05-01 02:19:20,FALSE,NA,"593962879071682561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JustBradleyy",28,TRUE,FALSE,NA,NA
